,Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
10,685.0,CA,374.429.885,-1.221.624.131,94025,c:3949,Menlo Park,,Zong,1.0,11/15/2000,,07/01/2005,4/26/2010,46.274,94.493,101.342,106.493,22.0,3.0,27500000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:3949,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,acquired
11,835.0,CA,37.452.992,-122.185.098,94025,c:4829,Menlo Park,,Center'd,0.0,01/01/2006,12/02/2011,02/01/2007,05/03/2011,10.849,53.370.000.000.000.000,-0.6164,46.082,8.0,5.0,10400000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:4829,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,closed
12,531.0,KY,38.241.467,-8.572.451.099.999.990,40204,c:30290,Louisville,,Resonant Vibes,0.0,01/01/2004,4/27/2012,11/25/2008,11/25/2008,49.041,49.041,,,0.0,1.0,350000.0,0.0,KY,0.0,0.0,0.0,0.0,1.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:30290,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,closed
13,137.0,NY,4.070.276,-7.398.666.800.000.000,11201,c:1491,Brooklyn,,drop.io,1.0,11/26/2007,,12/03/2007,05/03/2010,0.0192,24.356,0.7945,43.781,15.0,3.0,9950000.0,3.0,NY,0.0,1.0,0.0,0.0,0.0,education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:1491,0.0,0.0,1.0,1.0,1.0,0.0,23.333,1.0,acquired
14,162.0,CO,3.974.627.279.999.990,-1.049.911.572,80202,c:15645,Denver,,Stratavia,1.0,01/01/2001,,8/31/2005,12/29/2009,46.658,89.973,88.384,88.384,12.0,5.0,10700000.0,1.0,CO,0.0,0.0,0.0,0.0,1.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:15645,0.0,0.0,1.0,1.0,0.0,0.0,2.5,1.0,acquired
15,898.0,VA,38.901.301,-77.265.158,22182,c:54177,Vienna,Vienna VA 22182,Invicta Networks,0.0,01/01/1999,3/28/2010,08/09/2005,08/09/2005,66.082,66.082,,,0.0,1.0,200000.0,0.0,VA,0.0,0.0,0.0,0.0,1.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:54177,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,closed
16,235.0,CA,3.739.628.270.000.000,-122.105.531,94022,c:16770,Los Altos,,QSecure,0.0,01/01/2003,9/22/2012,08/02/2005,10/05/2009,25.863,67.644,55.014,55.014,8.0,5.0,49000000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:16770,1.0,0.0,1.0,1.0,1.0,1.0,3.5,1.0,closed
17,25.0,CA,37.590.339,-122.341.715,94010,c:107,Burlingame,,MeeVee,1.0,07/01/2000,,02/01/2005,09/01/2007,45.918,71.726,-0.4986,126.795,7.0,4.0,25000000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,games_video,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,c:107,0.0,0.0,1.0,1.0,1.0,1.0,3.5,1.0,acquired
18,858.0,NY,40.730.646,-73.986.614,10004,c:50727,New York,New York NY 10004,SinglePlatform,1.0,01/01/2010,,9/29/2010,08/01/2011,0.7425,15.808,12.849,30.027,10.0,3.0,4575000.0,3.0,NY,0.0,1.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:50727,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,acquired
19,454.0,CA,37.446.411,-12.216.054,94301,c:26368,Palo Alto,,Bling Nation,0.0,01/01/2007,09/10/2011,07/02/2009,10/30/2009,25.014,28.301,30.877,34.932,13.0,2.0,28000000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:26368,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,closed
20,369.0,TX,302.350.399,-9.780.012.990.000.000,78735,c:22291,Austin,,Metreos Corporation,1.0,01/01/2001,,3/20/2003,10/14/2004,22.137,37.863,40.877,94.986,8.0,2.0,4355000.0,3.0,TX,0.0,0.0,0.0,1.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:22291,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,acquired
21,289.0,WA,476.026.054,-1.222.848.651,98122,c:17857,Seattle,,Hidden City Games,0.0,01/01/2004,9/28/2011,10/31/2007,10/31/2007,38.329,38.329,37.507,37.507,3.0,1.0,15000000.0,1.0,WA,0.0,0.0,0.0,0.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:17857,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,closed
22,177.0,CA,37.426.316,-122.141.082,94306,c:15888,Palo Alto,,Neopolitan Networks,0.0,01/01/2002,7/25/2008,6/28/2007,6/28/2007,54.904,54.904,0.0,0.0,1.0,1.0,3170000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:15888,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,closed
23,26.0,CA,37.764.395,-122.401.024,94103,c:10751,San Francisco,,Pixelpipe,0.0,01/01/2008,08/02/2013,01/01/2007,4/25/2011,-1.0,33.151,36.959,56.629.999.999.999.900,4.0,2.0,2300000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:10751,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,closed
24,803.0,CO,40.010.492,-105.276.843,80302,c:458,Boulder,,EventVue,0.0,05/01/2007,02/01/2010,08/01/2007,09/01/2007,0.2521,0.337,,,5.0,2.0,455000.0,0.0,CO,0.0,0.0,0.0,0.0,1.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:458,0.0,1.0,1.0,0.0,0.0,0.0,4.5,1.0,closed
25,797.0,IL,41.875.555,-87.624.421,60601,c:45525,Chicago,Chicago IL 60601,BridgePort Networks,1.0,01/01/2002,,11/03/2006,11/03/2006,48.411,48.411,1.0,1.0,3.0,1.0,13000000.0,1.0,IL,0.0,0.0,0.0,0.0,1.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:45525,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,acquired
26,572.0,CA,37.429.676,-1.221.085.482,94303,c:3193,Palo Alto,,Scalent Systems,1.0,01/01/2003,,1/22/2007,1/22/2007,40.603,40.603,30.027,30.027,7.0,1.0,15000000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:3193,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,acquired
27,503.0,CA,37.870.102,-122.268.136,94704,c:28456,Berkeley,Berkeley CA 94704,IQ Engines,1.0,06/01/2008,,6/25/2012,6/25/2012,40.685,40.685,34.192,52.301,2.0,1.0,3800000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,photo_video,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:28456,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,acquired
28,642.0,TX,302.653.441,-977.435.857,78701,c:36920,Austin,,"RetailMeNot, Inc.",1.0,05/01/2007,,11/01/2009,11/10/2011,25.068,45.315,49.315,56.767,37.0,5.0,299500000.0,2.0,TX,0.0,0.0,0.0,1.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:36920,1.0,0.0,1.0,0.0,1.0,0.0,1.75,1.0,acquired
29,625.0,CA,33.708.708,-117.852.069,92705,c:35712,Santa Ana,Santa Ana CA 92705,Mophie,1.0,5/24/2005,,08/01/2006,08/01/2006,1.189,1.189,2.189,77.753,5.0,1.0,1000000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:35712,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,acquired
30,355.0,CA,37.422.859,-122.045.217,94035,c:21492,Moffett Field,Moffett Field CA 94035,Airship Ventures,0.0,01/01/2007,11/14/2012,05/09/2008,03/01/2009,13.534,21.644,45.178,45.178,3.0,2.0,10500000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:21492,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,closed
31,510.0,WA,47.603.832,-122.330.062,98119,c:28768,Seattle,Seattle WA 98119,Lockdown Networks,1.0,01/01/2001,,2/25/2005,03/02/2006,41.534,51.671,3.0,3.0,6.0,2.0,8600000.0,1.0,WA,0.0,0.0,0.0,0.0,1.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:28768,1.0,0.0,0.0,1.0,0.0,0.0,1.5,1.0,acquired
32,485.0,NC,36.002.893,-78.904.075,27701,c:27741,Durham,,eMinor,0.0,10/01/2006,2/17/2012,08/01/2006,10/07/2008,-0.1671,20.192,,,9.0,2.0,5000000.0,0.0,NC,0.0,0.0,0.0,0.0,1.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:27741,0.0,0.0,1.0,1.0,0.0,0.0,2.5,1.0,closed
33,145.0,CA,37.779.281,-122.419.236,94105,c:150658,San Francisco,San Francisco CA 94105,Karma,1.0,01/01/2011,,01/01/2011,11/14/2011,0.0,0.8685,0.4137,21.671,3.0,2.0,2304999.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:150658,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,acquired
34,605.0,PA,40.441.694,-79.990.086,15219,c:34338,Pittsburgh,Pittsburgh PA 15219,Zipano,0.0,06/01/2009,5/27/2012,07/01/2009,07/01/2009,0.0822,0.0822,,,2.0,1.0,25000.0,0.0,PA,0.0,0.0,0.0,0.0,1.0,security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:34338,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,closed
35,785.0,NY,4.073.901,-73.997.259,10011,c:45111,New York,New York NY 10011,Entertainment Media Works,0.0,07/01/2004,10/01/2008,2/26/2007,2/26/2007,26.575,26.575,0.0,0.0,1.0,1.0,4000000.0,1.0,NY,0.0,1.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:45111,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,closed
36,562.0,CA,37.791.137,-122.391.843,94111,c:3178,San Francisco,,Elastra,0.0,01/01/2007,1/28/2011,8/15/2007,08/05/2008,0.6192,15.945,1.0,43.315,8.0,2.0,14600000.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:3178,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,closed
37,619.0,CA,37.404.788,-121.940.842,95134,c:35402,San Jose,San Jose CA 95134,RPO,0.0,01/01/2005,06/01/2013,1/24/2006,9/13/2010,1.063,57.014,,,0.0,3.0,44000000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,hardware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:35402,0.0,0.0,0.0,1.0,1.0,0.0,4.5,1.0,closed
38,378.0,CA,377.795.014,-1.223.948.712,94107,c:22856,San Francisco,,Fotomoto,1.0,10/01/2008,,12/01/2008,5/26/2011,0.1671,26.493,0.6082,47.507,10.0,3.0,1822922.0,3.0,CA,1.0,0.0,0.0,0.0,0.0,ecommerce,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,c:22856,0.0,1.0,1.0,0.0,0.0,0.0,23.333,1.0,acquired
39,63.0,NY,40.755.446,-73.980.246,10010,c:1224,New York,,Peer39,1.0,03/01/2006,,03/01/2006,1/24/2012,0.0,59.041,38.411,71.370.000.000.000.000,18.0,7.0,29915001.0,5.0,NY,0.0,1.0,0.0,0.0,0.0,advertising,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c:1224,1.0,1.0,1.0,1.0,1.0,0.0,2.75,1.0,acquired
40,65.0,GA,33.756.806,-84.392.198,30303,c:1234,Atlanta,,Vitrue,1.0,05/01/2006,,05/01/2006,2/17/2011,0.0,48.027,37.205,76.164,26.0,4.0,33000000.0,5.0,GA,0.0,0.0,0.0,0.0,1.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:1234,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,acquired
41,139.0,NH,4.299.564,-71.454.789,3101,c:149809,Manchester,Manchester NH 3101,Trendslide,1.0,08/01/2011,,08/01/2011,03/01/2012,0.0,0.5836,0.5836,0.5945,9.0,2.0,125000.0,2.0,NH,0.0,0.0,0.0,0.0,1.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:149809,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,acquired
42,98.0,CA,4.001.573.320.000.000,-105.275.027,94025,c:13733,Menlo Park,,PublicEarth,0.0,01/01/2008,2/15/2011,02/08/2008,5/21/2010,0.1041,23.863,23.315,27.918,7.0,2.0,4000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:13733,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,closed
43,681.0,WA,4.763.609,-122.327.028,98102,c:39106,Seattle,,Azaleos,1.0,05/11/2004,,11/06/2007,11/06/2007,34.904,34.904,56.603,83.425,10.0,1.0,10000000.0,3.0,WA,0.0,0.0,0.0,0.0,1.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:39106,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,acquired
44,884.0,CA,374.049.731,-1.220.323.525,94089,c:5306,Sunnyvale,,Efficient Frontier,1.0,01/01/2002,,8/31/2006,8/31/2006,46.658,46.658,87.425,102.247,25.0,1.0,6000000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,advertising,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,c:5306,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,acquired
45,207.0,CA,3.736.883,-12.203.635,94085,c:16303,Sunnyvale,Sunnyvale CA 94085,NetDevices,1.0,01/01/2003,,8/16/2005,8/16/2005,26.247,26.247,,,4.0,1.0,25000000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:16303,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,acquired
46,747.0,NY,40.730.646,-73.986.614,100011,c:43188,New York,New York NY 100011,Go Try It On,1.0,12/01/2009,,11/04/2010,11/13/2012,0.926,29.534,0.8329,27.425,2.0,3.0,3750000.0,3.0,NY,0.0,1.0,0.0,0.0,0.0,fashion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:43188,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,acquired
47,593.0,MA,423.751,-71.105.616,2139,c:33507,Cambridge,Cambridge MA 2139,Performable,1.0,10/17/2009,,1/15/2010,1/15/2010,0.2466,0.2466,11.178,1.663,9.0,1.0,3000000.0,2.0,MA,0.0,0.0,1.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:33507,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,acquired
48,1010.0,CA,37.779.281,-122.419.236,94607,c:68157,San Francisco,San Francisco CA 94607,Appstores.com,1.0,5/24/2010,,08/01/2010,08/01/2011,0.189,1.189,13.562,16.575,6.0,2.0,1155000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:68157,0.0,1.0,0.0,0.0,0.0,0.0,9.5,1.0,acquired
49,403.0,CA,37.560.781,-122.284.114,94404,c:2395,San Mateo,,Fortify Software,1.0,10/01/2002,,12/15/2005,12/15/2005,32.082,32.082,52.548,78.822,11.0,1.0,10000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:2395,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,acquired
50,666.0,CA,37.658.313,-122.391.032,94080,c:38220,South San Francisco,South San Francisco CA 94080,iCurrent,1.0,01/01/2006,,08/01/2008,08/01/2008,25.836,25.836,2.0,2.0,5.0,1.0,3000000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:38220,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,acquired
51,847.0,MA,42.360.253,-71.058.291,2210,c:49815,Boston,Boston MA 2210,AisleBuyer,1.0,01/01/2009,,11/23/2010,6/13/2011,18.932,24.466,2.0,32.767,4.0,2.0,11500000.0,3.0,MA,0.0,0.0,1.0,0.0,0.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:49815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,acquired
52,421.0,TX,30.321.464,-9.775.501,78731,c:249,Austin,Austin TX 78731,Indeed,1.0,11/01/2004,,08/01/2005,08/01/2005,0.7479,0.7479,40.493,83.233,12.0,1.0,5000000.0,5.0,TX,0.0,0.0,0.0,1.0,0.0,web,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:249,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,acquired
53,364.0,MA,4.237.564,-712.358,2451,c:22027,Waltham,Waltham MA 2451,Colubris Networks,1.0,01/01/2000,,03/08/2005,10/23/2006,51.863,68.137,73.342,73.342,9.0,2.0,29000000.0,1.0,MA,0.0,0.0,1.0,0.0,0.0,public_relations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:22027,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,acquired
54,31.0,CA,377.870.842,-1.224.038.047,94103,c:109,San Francisco,,Mashery,1.0,05/01/2006,,01/01/2007,7/23/2012,0.6712,62.329,40.493,75.973,37.0,6.0,34700000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,enterprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,c:109,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,acquired
55,768.0,CA,37.441.537,-122.158.332,94301,c:43948,Palo Alto,Palo Alto CA 94301,Transparency Software,0.0,01/01/2004,01/01/2009,03/09/2005,07/01/2007,11.863,34.986,,,0.0,2.0,12050000.0,0.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:43948,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,closed
56,1059.0,CA,37.445.586,-122.161.929,95128,c:765,Palo Alto,Palo Alto CA 95128,Viewdle,1.0,01/01/2006,,03/01/2008,10/05/2010,21.644,47.616,40.027,67.534,13.0,3.0,12000000.0,2.0,CA,1.0,0.0,0.0,0.0,0.0,analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,c:765,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,acquired
57,320.0,CA,335.842.816,-1.177.306.817,92656,c:19257,Aliso Viejo,,Enclarity,1.0,02/01/2005,,03/10/2009,03/10/2009,41.041,41.041,19.151,19.151,18.0,1.0,5500000.0,1.0,CA,1.0,0.0,0.0,0.0,0.0,consulting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,c:19257,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,acquired
58,445.0,CA,37.402.773,-122.052.551,94089,c:25827,Sunnyvale,,Virsto Software,1.0,07/01/2007,,6/26/2009,8/25/2011,1.989,41.534,28.986,52.575,10.0,3.0,24000000.0,4.0,CA,1.0,0.0,0.0,0.0,0.0,software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:25827,0.0,0.0,1.0,1.0,0.0,0.0,33.333,1.0,acquired
59,950.0,MO,39.103.151,-94.581.908,64106,c:5932,Kansas City,,Handmark,1.0,07/01/2000,,09/12/2005,09/07/2006,52.027,6.189,75.068,128.932,6.0,2.0,10000000.0,2.0,MO,0.0,0.0,0.0,0.0,1.0,mobile,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c:5932,0.0,0.0,1.0,1.0,0.0,0.0,4.5,1.0,acquired
60,617.0,MA,42.546.483,-7.117.366.700.000.000,1887,c:35157,Wilmington,Wilmington MA 1887,Viacor,0.0,12/01/1999,11/11/2011,09/12/2002,11/10/2010,27.836,109.507,-19.151,-19.151,10.0,3.0,19009671.0,1.0,MA,0.0,0.0,1.0,0.0,0.0,biotech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c:35157,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,closed
